region_name,pays,andwi,ari,ari2,arvi,atsavi,avi,aweinsh,aweish,bai,bcc,bi,bitm,bixs,blfei,bndvi,brba,dbi,dbsi,ebbi,embi,evi,fai,ibi,lswi,malaria prevalence,nbai,ndvi,ndyi,wi2
Diffa,niger,-0.29231521487236023,-0.2154751718044281,-0.11769146472215652,0.2334081381559372,0.05680451914668083,0.041170042008161545,0.156566321849823,-0.894555926322937,0.5340189337730408,0.2064666599035263,0.18489882349967957,0.3335162401199341,0.3838082253932953,-0.1847665011882782,0.4669012427330017,0.6863605976104736,-1.1077890396118164,0.22133749723434448,5.53090067114681e-4,0.04711100086569786,1026.88330078125,-0.19442079961299896,-8.070219039916992,-0.08162178844213486,0.22686266899108887,-0.5620386004447937,1247.5408935546875,0.26112136244773865,-0.5108722448348999
Maradi,niger,-0.37122273445129395,-0.2152879387140274,-0.09155590087175369,0.2886850833892822,0.0634605661034584,,-0.16434058547019958,-0.8734529614448547,0.3926534652709961,0.20047591626644135,0.1952584683895111,0.22151237726211548,0.2560967803001404,-0.2500850558280945,0.540118396282196,0.5729198455810547,-1.174824833869934,0.25493961572647095,5.46105788089335e-4,0.14148645102977753,1725.3419189453125,-0.20541903376579285,-6.077056407928467,-0.1018109917640686,0.29863089323043823,-0.707245409488678,2212.658447265625,0.22575491666793823,-0.5049827694892883
Dakar,senegal,-0.3430546820163727,-0.12970846891403198,-0.0367034487426281,0.33792877197265625,0.06016581505537033,0.04594097286462784,-0.13192445039749146,-0.5289390087127686,0.22120262682437897,0.22748462855815887,0.1571090966463089,0.12488913536071777,0.14153563976287842,-0.24298857152462006,0.4581068754196167,0.5486820340156555,-1.1935176849365234,0.18578696250915527,3.605853416956961e-4,0.1287202686071396,1723.96435546875,-0.14330901205539703,-43.72117614746094,-0.11784956604242325,0.0747046023607254,-0.8176636099815369,2527.33544921875,0.15246202051639557,-0.34247973561286926
Diourbel,senegal,-0.44956880807876587,-0.19937874376773834,-0.07053527235984802,0.3446877896785736,0.06835418194532394,,-0.3234814703464508,-0.8751146793365479,0.35095593333244324,0.20445673167705536,0.22188197076320648,0.16380593180656433,0.188886359333992,-0.30773991346359253,0.5729137659072876,0.4544321596622467,-1.231641411781311,0.2879025340080261,7.411966798827052e-4,0.24184390902519226,2307.59716796875,-0.26363852620124817,-22.424049377441406,-0.15721718966960907,0.07402156293392181,-0.7781564593315125,3106.255615234375,0.21020834147930145,-0.5087708234786987
Fatick,senegal,-0.39450764656066895,-0.15338487923145294,-0.046409692615270615,0.3894821107387543,0.06656806915998459,0.0558890663087368,-0.2249424308538437,-0.6259832382202148,0.23506276309490204,0.21469774842262268,0.14374925196170807,0.12327173352241516,0.14117830991744995,-0.2730933129787445,0.552891194820404,0.5523976683616638,-1.2657414674758911,0.15287739038467407,4.2263566865585744e-4,0.14648102223873138,2286.054443359375,-0.16924291849136353,-20.261775970458984,-0.06511246412992477,0.07237286120653152,-0.8310661315917969,3417.7958984375,0.187369704246521,-0.4102087914943695
Kaffrine,senegal,-0.4263467490673065,-0.18289536237716675,-0.05933103337883949,0.35715702176094055,0.06766051054000854,,-0.3336453437805176,-0.75456702709198,0.29571333527565,0.2107841819524765,0.19965021312236786,0.14866138994693756,0.17064312100410461,-0.3179173469543457,0.5639450550079346,0.4705231785774231,-1.2393465042114258,0.2639353573322296,5.547480541281402e-4,0.23089557886123657,2455.421142578125,-0.20911714434623718,-11.122498512268066,-0.13186737895011902,0.07264705747365952,-0.8109298944473267,3483.465087890625,0.18935322761535645,-0.4662266671657562
Kaolack,senegal,-0.4377111792564392,-0.17832264304161072,-0.05739958584308624,0.3607009947299957,0.06793378293514252,0.08433602750301361,-0.31583863496780396,-0.7671940922737122,0.301436185836792,0.20989161729812622,0.20849598944187164,0.14362375438213348,0.1648174375295639,-0.31182023882865906,0.5641509294509888,0.4651906192302704,-1.2431052923202515,0.2620164155960083,6.289175362326205e-4,0.23604124784469604,2444.117919921875,-0.229466050863266,-6.9670209884643555,-0.14485543966293335,0.07206644862890244,-0.8078668117523193,3424.18115234375,0.18530789017677307,-0.45804688334465027
Kedougou,senegal,-0.4517885446548462,-0.10690673440694809,-0.019735824316740036,0.42713576555252075,0.0627991259098053,,-0.22011564671993256,-0.42351096868515015,0.14307881891727448,0.2117438018321991,0.1759440004825592,0.07485760748386383,0.08575471490621567,-0.34950435161590576,0.5963951945304871,0.4186640679836273,-1.3091915845870972,0.198837548494339,2.671299735084176e-4,0.23972566425800323,2894.816162109375,-0.1139921024441719,-10.557175636291504,-0.11547671258449554,0.1301056146621704,-0.900235116481781,4748.25,0.1681680828332901,-0.38539084792137146
Kolda,senegal,-0.49771443009376526,-0.1489509493112564,-0.03449103236198425,0.5019465684890747,0.07834941148757935,0.0770609900355339,-0.3151508569717407,-0.5414565205574036,0.13990089297294617,0.2109953761100769,0.13659697771072388,0.0789814293384552,0.09051435440778732,-0.3842664957046509,0.6534289717674255,0.3757309317588806,-1.393039584159851,0.15004746615886688,2.2193996119312942e-4,0.2683620750904083,3149.861328125,-0.12197158485651016,-0.9241323471069336,-0.07374176383018494,0.10858053714036942,-0.899483323097229,4898.919921875,0.17099279165267944,-0.4097055494785309
Louga,senegal,-0.4338650107383728,-0.2048405557870865,-0.0745365098118782,0.3314242959022522,0.0676255077123642,0.10851109027862549,-0.35565227270126343,-0.8746405839920044,0.35148781538009644,0.1985144168138504,0.21749430894851685,0.16954877972602844,0.19633136689662933,-0.3093840777873993,0.5815219283103943,0.479522168636322,-1.2231135368347168,0.28566211462020874,6.879433640278876e-4,0.2353343367576599,2085.1923828125,-0.24858808517456055,-350.4991455078125,-0.1424596756696701,0.10090040415525436,-0.7822730541229248,2843.52734375,0.21493329107761383,-0.5203601717948914
Matam,senegal,-0.4043351113796234,-0.178598091006279,-0.05836879834532738,0.33957499265670776,0.06546395272016525,,-0.3099214732646942,-0.7184728384017944,0.2889738976955414,0.20760637521743774,0.19406649470329285,0.15285047888755798,0.17593874037265778,-0.30762919783592224,0.559984028339386,0.501853346824646,-1.2234370708465576,0.2581081688404083,4.7829694813117385e-4,0.20888011157512665,2160.81298828125,-0.1853543370962143,-18.172021865844727,-0.11708004772663116,0.08972785621881485,-0.8103821873664856,3116.171630859375,0.19752156734466553,-0.45722439885139465
SaintLouis,senegal,-0.38218238949775696,-0.18129916489124298,-0.06448084115982056,0.31033846735954285,0.06344937533140182,0.1544228345155716,-0.27013999223709106,-0.7507585287094116,0.3238445818424225,0.1996295154094696,0.1975407749414444,0.172099769115448,0.19909720122814178,-0.2802440822124481,0.5538133382797241,0.5604689121246338,-1.1977673768997192,0.2485034316778183,5.288583342917264e-4,0.1748647391796112,1687.8995361328125,-0.1968037188053131,-13.465901374816895,-0.10986579954624176,0.11888714879751205,-0.7813494205474854,2355.63720703125,0.22537221014499664,-0.5020229816436768
Sedhiou,senegal,-0.506159782409668,-0.15507471561431885,-0.03652363270521164,0.5640711188316345,0.08881174027919769,0.05956597998738289,-0.30684778094291687,-0.5085743069648743,0.08773162961006165,0.2132161408662796,0.07456758618354797,0.06445332616567612,0.07369570434093475,-0.39061489701271057,0.6706165671348572,0.41820669174194336,-1.4587583541870117,0.06271114200353622,4.814820204046555e-5,0.24848970770835876,3384.241455078125,-0.0845334529876709,-2.6898086071014404,-0.012727653607726097,0.0875483974814415,-0.9173670411109924,5191.7109375,0.16619758307933807,-0.3781466484069824
Tambacounda,senegal,-0.43500056862831116,-0.13970309495925903,-0.035162538290023804,0.39716652035713196,0.0656043291091919,0.08951517194509506,-0.26780155301094055,-0.5521684288978577,0.1991998255252838,0.21307577192783356,0.1803540289402008,0.10514779388904572,0.12046173214912415,-0.3338330090045929,0.5796354413032532,0.4496593475341797,-1.2782180309295654,0.22383064031600952,3.480637969914824e-4,0.23099520802497864,2763.093505859375,-0.14414648711681366,-5.741362571716309,-0.11455142498016357,0.09559433907270432,-0.8651289939880371,4217.68994140625,0.18605786561965942,-0.4258803129196167
Thies,senegal,-0.44854944944381714,-0.1879642903804779,-0.06330478936433792,0.3701474964618683,0.06985234469175339,0.0647493377327919,-0.2887774705886841,-0.7987231612205505,0.3066132366657257,0.20766127109527588,0.20377196371555328,0.14931336045265198,0.1717415153980255,-0.30932366847991943,0.575454592704773,0.4548646807670593,-1.2540194988250732,0.2555890679359436,6.153432768769562e-4,0.23314005136489868,2254.927734375,-0.22951793670654297,-18.64827537536621,-0.14004479348659515,0.08310889452695847,-0.7944071888923645,3126.553955078125,0.19840297102928162,-0.47841042280197144
Ziguinchor,senegal,-0.42692068219184875,-0.14377672970294952,-0.03404508903622627,0.5874736905097961,0.09172100573778152,0.08208432793617249,-0.19291719794273376,-0.3894106447696686,0.026196612045168877,0.22219190001487732,-0.03860556334257126,0.0578492097556591,0.0655825138092041,-0.3184114992618561,0.6471654176712036,0.6070807576179504,-1.4753438234329224,-0.10054244846105576,-2.337864862056449e-4,0.08483760058879852,3012.327392578125,-0.009645272046327591,-0.70688796043396,0.1353926956653595,0.08987696468830109,-0.925652027130127,4904.3828125,0.17009557783603668,-0.3030412793159485
